sm_shell_id,tow,shell_num,rcode,samp_grp,sex,size,gonad,mud_blister,shell_worm,damage,shell_retained,whole_wt,meat_weight,meat_condition,sampfrac,samptime
7748,19020002,1,74120,1,1,111.00,3,0,0,{0},1,141.00000,13.00000,0,,2019-09-13 09:10:41
7749,19020002,2,74120,1,2,108.00,2,0,0,{0},1,149.00000,17.00000,0,,2019-09-13 14:30:56
7750,19020003,1,74120,1,1,140.00,3,0,0,{0},1,310.00000,35.00000,0,,2019-09-13 14:40:59
7751,19020003,11,74120,2,0,27.00,0,0,0,{0},1,3.00000,,0,,2019-09-13 15:12:57
7752,19020004,1,74120,1,1,193.00,2,0,1,{1},1,628.00000,62.00000,0,,2019-09-13 15:15:38
7753,19020004,2,74120,1,1,175.00,2,1,2,{0},1,562.00000,53.00000,0,,2019-09-13 16:01:02
7754,19020004,3,74120,1,1,134.00,2,0,0,{0},1,273.00000,30.00000,0,,2019-09-13 16:01:24
7755,19020004,4,74120,1,2,182.00,2,1,3,{0},1,647.00000,65.00000,1,,2019-09-13 16:01:41
7756,19020004,5,74120,1,1,160.00,2,1,4,{0},1,506.00000,23.00000,1,,2019-09-13 16:01:51
7757,19020004,6,74120,1,2,179.00,3,3,0,{0},1,621.00000,48.00000,0,,2019-09-13 16:01:59
7758,19020004,7,74120,1,2,174.00,2,0,1,{0},1,324.00000,55.00000,0,,2019-09-13 16:02:10
7759,19020004,11,74120,2,0,32.00,0,0,0,{0},1,,,0,,2019-09-13 16:16:10
7760,19020005,1,74120,1,2,176.00,2,1,2,{0},1,572.00000,40.00000,0,,2019-09-13 16:22:48
7761,19020005,2,74120,1,1,162.00,3,0,1,{0},1,504.00000,38.00000,0,,2019-09-13 16:46:43
7762,19020005,3,74120,1,2,172.00,2,1,3,{0},1,604.00000,53.00000,0,,2019-09-13 16:46:52
7763,19020005,4,74120,1,2,181.00,2,0,4,{0},1,681.00000,54.00000,0,,2019-09-13 16:47:01
7764,19020005,5,74120,1,2,169.00,2,0,2,{0},1,551.00000,47.00000,1,,2019-09-13 16:47:10
7765,19020005,6,74120,1,1,172.00,3,0,3,{0},1,610.00000,60.00000,0,,2019-09-13 16:47:18
7766,19020005,7,74120,1,1,169.00,3,2,4,{0},1,591.00000,42.00000,0,,2019-09-13 16:47:28
7767,19020005,8,74120,1,1,167.00,3,0,0,{0},1,461.00000,49.00000,0,,2019-09-13 16:47:37
7768,19020005,9,74120,1,1,173.00,2,0,3,{0},1,592.00000,46.00000,0,,2019-09-13 16:47:45
7769,19020005,10,74120,1,1,177.00,2,1,3,{0},1,634.00000,63.00000,0,,2019-09-13 16:47:54
7770,19020005,11,74120,2,0,100.00,0,0,0,{0},1,,,0,,2019-09-13 16:48:07
7771,19020005,12,74120,2,1,91.00,0,0,0,{0},1,,,0,,2019-09-13 16:49:14
7772,19020005,13,74120,2,1,102.00,2,0,0,{0},1,,,0,,2019-09-13 17:03:30
7773,19020006,1,74120,1,1,183.00,2,3,4,{0},1,702.00000,37.00000,0,,2019-09-13 17:04:58
7774,19020006,2,74120,1,1,182.00,2,4,4,{0},1,825.00000,61.00000,0,,2019-09-13 17:31:43
7775,19020006,3,74120,1,2,170.00,3,1,4,{0},1,592.00000,29.00000,0,,2019-09-13 17:34:37
7776,19020006,4,74120,1,1,165.00,3,0,4,{3},1,547.00000,46.00000,0,,2019-09-13 17:34:41
7777,19020006,5,74120,1,1,167.00,3,2,4,{1},1,665.00000,40.00000,0,,2019-09-13 17:34:51
7778,19020006,6,74120,1,1,172.00,3,0,1,{0},1,535.00000,62.00000,0,,2019-09-13 17:35:02
7779,19020009,11,74120,2,0,31.00,0,0,0,{0},1,,,0,,2019-09-14 07:04:11
7780,19020009,12,74120,2,0,29.00,0,0,0,{0},1,,,0,,2019-09-14 08:13:16
7781,19020009,13,74120,2,0,36.00,0,0,0,{0},1,,,0,,2019-09-14 08:13:42
7782,19020009,14,74120,2,0,36.00,0,0,0,{0},1,,,0,,2019-09-14 08:14:19
7783,19020009,15,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-09-14 08:14:47
7784,19020009,16,74120,2,0,61.00,0,0,0,{0},1,,,0,,2019-09-14 08:15:07
7785,19020009,17,74120,2,0,30.00,0,0,0,{0},1,,,0,,2019-09-14 08:16:10
7786,19020009,18,74120,2,0,38.00,0,0,0,{0},1,,,0,,2019-09-14 08:16:22
7787,19020009,19,74120,2,0,41.00,0,0,0,{0},1,,,0,,2019-09-14 08:17:07
7788,19020009,20,74120,2,0,40.00,0,0,0,{0},1,,,0,,2019-09-14 08:17:16
7789,19020010,11,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-09-14 08:18:00
7790,19020010,12,74120,2,0,65.00,0,0,0,{0},1,,,0,,2019-09-14 09:07:08
7791,19020010,13,74120,2,0,36.00,0,0,0,{0},1,,,0,,2019-09-14 09:07:28
7792,19020010,14,74120,2,1,78.00,0,0,0,{0},1,,,0,,2019-09-14 09:07:35
7793,19020010,15,74120,2,0,22.00,0,0,0,{0},1,,,0,,2019-09-14 09:09:20
7794,19020010,16,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-09-14 09:09:44
7795,19020010,17,74120,2,0,28.00,0,0,0,{0},1,,,0,,2019-09-14 09:10:01
7796,19020010,18,74120,2,0,31.00,0,0,0,{0},1,,,0,,2019-09-14 09:10:22
7797,19020010,19,74120,2,0,38.00,0,0,0,{0},1,,,0,,2019-09-14 09:10:43
7798,19020010,20,74120,2,0,72.00,0,0,0,{0},1,,,0,,2019-09-14 09:11:03
7799,19020011,1,74120,1,1,180.00,3,0,0,{0},1,573.00000,52.00000,0,,2019-09-14 09:11:28
7800,19020011,2,74120,1,1,163.00,2,0,4,{0},1,458.00000,48.00000,0,,2019-09-14 09:52:19
7801,19020011,3,74120,1,1,165.00,3,0,0,{0},1,523.00000,57.00000,0,,2019-09-14 09:53:04
7802,19020011,4,74120,1,1,157.00,2,0,0,{0},1,378.00000,44.00000,0,,2019-09-14 09:53:13
7803,19020011,5,74120,1,1,110.00,2,0,0,{0},1,117.00000,12.00000,0,,2019-09-14 09:53:23
7804,19020011,6,74120,1,1,177.00,2,0,0,{0},1,554.00000,57.00000,0,,2019-09-14 09:53:34
7805,19020011,7,74120,1,1,179.00,3,2,4,{0},1,608.00000,55.00000,0,,2019-09-14 09:53:47
7806,19020011,8,74120,1,1,176.00,2,2,4,{0},1,540.00000,57.00000,0,,2019-09-14 09:53:57
7807,19020011,9,74120,1,1,157.00,2,0,0,{0},1,394.00000,42.00000,0,,2019-09-14 09:54:06
7808,19020011,10,74120,1,1,114.00,3,0,0,{0},1,153.00000,16.00000,0,,2019-09-14 09:54:19
7809,19020011,11,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-09-14 10:05:28
7810,19020011,12,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-09-14 10:07:23
7811,19020011,13,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-09-14 10:07:40
7812,19020011,14,74120,2,0,33.00,0,0,0,{0},1,,,0,,2019-09-14 10:07:57
7813,19020011,15,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-09-14 10:08:13
7814,19020011,16,74120,2,0,33.00,0,0,0,{0},1,,,0,,2019-09-14 10:08:40
7815,19020011,17,74120,2,0,29.00,0,0,0,{0},1,,,0,,2019-09-14 10:08:59
7816,19020011,18,74120,2,0,25.00,0,0,0,{0},1,,,0,,2019-09-14 10:12:04
7817,19020011,19,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-09-14 10:12:33
7818,19020011,20,74120,2,0,79.00,0,0,0,{0},1,,,0,,2019-09-14 10:12:52
7819,19020012,1,74120,1,1,165.00,3,0,4,{0},1,500.00000,50.00000,0,,2019-09-14 10:51:31
7820,19020012,2,74120,1,2,116.00,1,0,0,{0},1,176.00000,17.00000,0,,2019-09-14 10:52:00
7821,19020012,3,74120,1,2,186.00,1,2,2,{0},1,710.00000,33.00000,0,,2019-09-14 10:52:07
7822,19020012,4,74120,1,2,159.00,1,0,0,{0},1,445.00000,47.00000,0,,2019-09-14 10:52:15
7823,19020012,5,74120,1,0,114.00,0,0,0,{0},1,152.00000,16.00000,0,,2019-09-14 10:52:29
7824,19020012,6,74120,1,2,149.00,1,0,0,{4},1,300.00000,36.00000,0,,2019-09-14 10:52:37
7825,19020012,7,74120,1,2,175.00,1,3,3,{0},1,600.00000,31.00000,0,,2019-09-14 10:52:46
7826,19020012,8,74120,1,1,169.00,2,0,1,{0},1,521.00000,49.00000,0,,2019-09-14 10:52:58
7827,19020012,9,74120,1,1,149.00,2,1,3,{0},1,450.00000,39.00000,0,,2019-09-14 10:53:07
7828,19020012,10,74120,1,1,173.00,2,0,1,{0},1,532.00000,42.00000,0,,2019-09-14 10:53:17
7829,19020012,11,74120,2,0,31.00,0,0,0,{0},1,,,0,,2019-09-14 10:53:35
7830,19020012,12,74120,2,0,28.00,0,0,0,{0},1,,,0,,2019-09-14 11:05:45
7831,19020012,13,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-09-14 11:06:08
7832,19020012,14,74120,2,0,32.00,0,0,0,{0},1,,,0,,2019-09-14 11:06:09
7833,19020012,15,74120,2,0,31.00,0,0,0,{0},1,,,0,,2019-09-14 11:06:48
7834,19020012,16,74120,2,0,33.00,0,0,0,{0},1,,,0,,2019-09-14 11:07:03
7835,19020012,17,74120,2,0,66.00,0,0,0,{0},1,,,0,,2019-09-14 11:07:56
7836,19020012,18,74120,2,0,54.00,0,0,0,{0},1,,,0,,2019-09-14 11:08:05
7837,19020012,19,74120,2,0,77.00,0,0,0,{0},1,,,0,,2019-09-14 11:10:58
7838,19020012,20,74120,2,0,73.00,0,0,0,{0},1,,,0,,2019-09-14 11:11:17
7839,19020013,1,74120,1,2,178.00,1,2,3,{0},1,677.00000,39.00000,1,,2019-09-14 11:11:45
7840,19020013,2,74120,1,1,161.00,2,0,0,{0},1,472.00000,52.00000,0,,2019-09-14 11:46:37
7841,19020013,3,74120,1,1,172.00,2,0,0,{0},1,498.00000,52.00000,0,,2019-09-14 11:46:46
7842,19020013,4,74120,1,2,165.00,1,0,0,{0},1,473.00000,49.00000,0,,2019-09-14 11:46:55
7843,19020013,5,74120,1,1,163.00,2,0,1,{0},1,455.00000,44.00000,0,,2019-09-14 11:47:05
7844,19020013,6,74120,1,1,167.00,2,0,0,{0},1,455.00000,57.00000,0,,2019-09-14 11:47:14
7845,19020013,7,74120,1,2,175.00,1,0,0,{0},1,577.00000,68.00000,0,,2019-09-14 11:47:28
7846,19020013,8,74120,1,0,112.00,5,0,0,{0},1,151.00000,15.00000,0,,2019-09-14 11:47:37
7847,19020013,9,74120,1,0,170.00,1,0,0,{0},1,515.00000,27.00000,0,,2019-09-14 11:47:44
7848,19020013,10,74120,1,1,138.00,2,0,0,{0},1,301.00000,33.00000,0,,2019-09-14 11:47:52
7849,19020013,11,74120,2,0,32.00,0,0,0,{0},1,,,0,,2019-09-14 11:48:01
7850,19020013,12,74120,2,0,31.00,0,0,0,{0},1,,,0,,2019-09-14 12:05:01
7851,19020013,13,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-09-14 12:05:17
7852,19020013,14,74120,2,0,33.00,0,0,0,{0},1,,,0,,2019-09-14 12:05:35
7853,19020013,15,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-09-14 12:05:51
7854,19020013,16,74120,2,0,32.00,0,0,0,{0},1,,,0,,2019-09-14 12:06:09
7855,19020013,17,74120,2,0,33.00,0,0,0,{0},1,,,0,,2019-09-14 12:06:27
7856,19020013,18,74120,2,0,68.00,0,0,0,{0},1,,,0,,2019-09-14 12:06:46
7857,19020013,19,74120,2,0,68.00,0,0,0,{0},1,,,0,,2019-09-14 12:07:34
7858,19020013,20,74120,2,0,63.00,0,0,0,{0},1,,,0,,2019-09-14 12:08:08
7859,19020014,1,74120,1,1,108.00,2,0,0,{0},1,132.00000,14.00000,0,,2019-09-14 12:08:44
7860,19020014,2,74120,1,2,168.00,1,0,0,{0},1,496.00000,60.00000,0,,2019-09-14 12:37:32
7861,19020014,3,74120,1,1,155.00,3,0,0,{0},1,393.00000,52.00000,0,,2019-09-14 12:37:47
7862,19020014,4,74120,1,1,164.00,2,0,0,{0},1,426.00000,54.00000,0,,2019-09-14 12:37:56
7863,19020014,5,74120,1,1,177.00,2,0,0,{0},1,580.00000,56.00000,0,,2019-09-14 12:38:09
7864,19020014,6,74120,1,2,155.00,2,0,0,{0},1,420.00000,46.00000,0,,2019-09-14 12:38:27
7865,19020014,7,74120,1,1,162.00,3,0,0,{0},1,460.00000,48.00000,0,,2019-09-14 12:38:38
7866,19020014,8,74120,1,2,145.00,1,0,0,{0},1,335.00000,35.00000,0,,2019-09-14 12:38:49
7867,19020014,9,74120,1,1,187.00,2,0,1,{0},1,660.00000,69.00000,0,,2019-09-14 12:38:56
7868,19020014,10,74120,1,2,169.00,2,0,0,{0},1,481.00000,53.00000,0,,2019-09-14 12:39:04
7869,19020014,11,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-09-14 12:39:14
7870,19020014,12,74120,2,0,31.00,0,0,0,{0},1,,,0,,2019-09-14 12:53:41
7871,19020014,13,74120,2,0,36.00,0,0,0,{0},1,,,0,,2019-09-14 12:53:59
7872,19020014,14,74120,2,0,28.00,0,0,0,{0},1,,,0,,2019-09-14 12:54:21
7873,19020014,15,74120,2,0,38.00,0,0,0,{0},1,,,0,,2019-09-14 12:54:21
7874,19020014,16,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-09-14 12:54:58
7875,19020014,17,74120,2,0,32.00,0,0,0,{0},1,,,0,,2019-09-14 12:55:18
7876,19020014,18,74120,2,0,32.00,0,0,0,{0},1,,,0,,2019-09-14 12:55:37
7877,19020014,19,74120,2,0,33.00,0,0,0,{0},1,,,0,,2019-09-14 12:55:58
7878,19020014,20,74120,2,1,98.00,5,0,0,{0},1,,,0,,2019-09-14 12:56:18
7879,19020016,1,74120,1,1,121.00,2,0,0,{0},1,192.00000,24.00000,0,,2019-09-14 14:27:52
7880,19020016,2,74120,1,2,160.00,2,0,0,{0},1,423.00000,55.00000,0,,2019-09-14 14:29:44
7881,19020016,3,74120,1,1,158.00,3,0,0,{0},1,412.00000,43.00000,0,,2019-09-14 14:29:52
7882,19020016,4,74120,1,1,165.00,3,0,3,{0},1,473.00000,46.00000,0,,2019-09-14 14:30:01
7883,19020016,5,74120,1,2,170.00,2,0,0,{0},1,483.00000,59.00000,0,,2019-09-14 14:30:10
7884,19020017,1,74120,1,1,169.00,3,0,0,{0},1,444.00000,57.00000,0,,2019-09-14 14:32:19
7885,19020017,2,74120,1,2,166.00,3,0,0,{6},1,432.00000,39.00000,0,,2019-09-14 14:52:47
7886,19020017,3,74120,1,2,163.00,2,0,0,{0},1,458.00000,52.00000,0,,2019-09-14 14:52:55
7887,19020017,4,74120,1,2,165.00,3,0,0,{0},1,462.00000,60.00000,0,,2019-09-14 14:53:03
7888,19020017,5,74120,1,2,161.00,2,0,0,{0},1,420.00000,54.00000,0,,2019-09-14 14:53:11
7889,19020017,6,74120,1,1,165.00,3,0,0,{0},1,456.00000,62.00000,0,,2019-09-14 14:53:19
7890,19020017,7,74120,1,1,109.00,2,0,0,{0},1,142.00000,16.00000,0,,2019-09-14 14:53:28
7891,19020017,8,74120,1,1,171.00,2,0,1,{0},1,545.00000,56.00000,0,,2019-09-14 14:53:40
7892,19020017,9,74120,1,2,171.00,3,0,0,{0},1,485.00000,72.00000,0,,2019-09-14 14:53:47
7893,19020017,10,74120,1,1,159.00,3,0,0,{0},1,422.00000,53.00000,0,,2019-09-14 14:53:55
7894,19020018,1,74120,1,1,161.00,2,0,0,{0},1,422.00000,51.00000,0,,2019-09-14 15:25:08
7895,19020018,2,74120,1,0,156.00,5,0,0,{0},1,388.00000,42.00000,0,,2019-09-14 15:25:50
7896,19020018,3,74120,1,2,166.00,3,0,0,{0},1,512.00000,53.00000,0,,2019-09-14 15:25:55
7897,19020018,4,74120,1,2,160.00,2,0,0,{0},1,404.00000,55.00000,0,,2019-09-14 15:26:04
7898,19020018,5,74120,1,1,164.00,3,0,0,{0},1,426.00000,40.00000,0,,2019-09-14 15:26:13
7899,19020018,6,74120,1,2,165.00,2,0,0,{0},1,449.00000,57.00000,0,,2019-09-14 15:26:22
7900,19020018,7,74120,1,1,177.00,2,0,0,{0},1,523.00000,52.00000,0,,2019-09-14 15:26:31
7901,19020018,8,74120,1,2,170.00,2,0,0,{0},1,483.00000,65.00000,0,,2019-09-14 15:26:40
7902,19020018,9,74120,1,1,170.00,3,0,0,{0},1,556.00000,50.00000,0,,2019-09-14 15:26:50
7903,19020018,10,74120,1,2,168.00,2,0,0,{0},1,513.00000,57.00000,0,,2019-09-14 15:26:57
